text,label
"Las peores excusas de las mujeres para no tener sexo:
1. Me duele la cabeza.
2. Estoy en mis días.
3. Eres el novio de mi hija.",-1
Yo no soy supersticioso. Trae mala suerte...,-1
Que onda que me estoy levantando tan temprana?,-1
"—Ave María purísima… 
—Sin pecado concebido. 
—Cuéntame tus pecados, hijo. 
—Inbox, padre. 
—Hijo, pero… 
—¡¡INBOX, dije!!",-1
"Top cosas que me matan:

1.- Tu sonrisa.
2.- Tu mirada. 
3.- Un balazo.",-1
#HarryPotterWillBeForever,-1
"#Tipico Lógica femenina: Dile mil veces que es hermosa y no te creerá, dile una sola vez que es fea y nunca lo olvidará. #xD",-1
La adoración activa la ayuda divina para la nación. #LaAdoraciónADiosEngrandeceLaNación,-1
ahora q me pongo a pensar me salta la ficha de un montón de cosas que no me había dado cuenta lpm,-1
"Ni el FBI, CIA u otro departamento tienen la determinación y empeño en encontrar lo que buscan como una mujer cuando sigue el rastro de algo",-1
Vivimos en un país en donde lamentablemente el llegar 10 minutos tarde cuenta como ser puntual.,-1
A mí también la ropa me habla y me dice: ¡CÓOOOOOMPRAME!,-1
Fav si te gusta mi portada.,-1
A la nueva secretaria: En esta empresa somos como una familia. No le extrañe q a veces le pida q haga el papel de mi esposa #fb,-1
tan mal les va a ir a las personas que no se hacen cargo de sus errores.,-1
"#ChisteTernurita “Hola, ¿tu que animalito eres?”
“Yo soy leoncito, ¿y tu?”
“Yo tigrito”
“Ay no, no mi grites, mejor dime que animalito eres”",-1
2 Favs y me voy a dormir.,-1
"- ¿Estabas dormido?
- No, estaba en coma y me salvaste, gracias.",-1
"—Hola bebé, te quiero mucho y te amo.  
—¿Otra vez le pegaste al carro verdad?  
—Sí, ¿algún pedo?  
—No mi amor, sólo quería saber.",-1
No hay más estrellas que las que dejes brillar 🌟,-1
¿Se armó #ToleTole con el Pinocho? ¿Qué pasó? ¿Le vendieron de la mala?,-1
¿Qué opinan de las series VEEP y Mr. Robot?  #emmys,-1
"-Amor estoy gorda? -mm a ver rueda para acá, mm rueda para allá... No amor esta bien #xD",-1
"Lo malo de poner tuits sarcásticos, es que alguna gente se molesta, y como a mí me importa tanto su opinión, me pongo muy triste. Mucho.",-1
Dos amigos: -Pues no veas si era feo Albert Einstein. -Pues anda que su hermano Frank... (FrankEinstein) #fb,-1
"tengo los pelos ultra rebeldes, en cualquier momento juega la 0",-1
Anuncio del periódico: Hombre invisible busca a mujer transparente para hacer cosas jamás vistas.,-1
¿Cambiar yo? JAJAJAJAJAJAJAJAJAJAJAJAJAJA Ni que fuera semáforo.,-1
"Mi vida consiste en nunca encontrar dónde estacionar el auto, dejarlo a 1,872 kilómetros y al salir encontrarme con toda la ciudad vacía.",-1
"Netflix: compañía perfecta de aquellos que no tienen pareja, no pueden dormir y no saben que hacer con sus vidas.",-1
"—¿Qué haces, amiga?
—Aburrida en mi casa. ¿Tú?
—Igual aburrida.
—Ven a mi casa hay que buscar algo para hacérsela de pedo a nuestros novios.",-1
SIENTO QUE AUN ESTOY DE VACACIONES TODAVIA NO ME PUEDO ACOSTUMBRAR A LA ESCUELA,-1
Dedo chiquito del pie: Dispositivo para localizar muebles en la oscuridad :(,-1
Murió todo y no quedo nada.,-1
Que ladilla pararme mñn a las 4:30 am,-1
A tocado hacer cosas d mayores cari😍💘,-1
"Las mujeres bellas, son unas princesas dormilonas los domingos.",-1
"Yo sin tiempo y tú sin interés, buena combinación.",-1
"Me quiero en tu sonrisa, unas tres veces al día.",-1
"He estado comiendo una bolsa de picoteo y después un huevo kinder. El dolor de barriga es real, me estoy muriendo",-1
"—Oye, ¿estás enfermo? 
—Sí, me detectaron ""La iglesia abandonada"". 
—¿Qué significa eso? 
—Que no tengo cura JAJAJAJÁ y me voy a morir :(",-1
Menstruación. Día 1. No me toques. Día 2. Abrázame. Día 3. No me hables. Día 4. ¡¿Por qué no has hablado?! Día 5. ¡Tú nunca me entiendes!,-1
Típico: cumplir el día de los inocentes y que nadie te crea.,-1
Playlist de Lana del Rey a ver si ya me duermo.,-1
Que Vignolo es mas bostero que cagar en la vereda y limpiarse con la mano lo sabemos todos,-1
"TÍPICO: Ir a la peluquería y decir ""solo las puntas"" y salir con el corte de Dora la exploradora.",-1
Perdida inmediata de la dignidad al intentar subir un escalón invisible.,-1
Un sentimiento llamado 'Ni ahí'.,-1
"00:00 las cosas son como son, las cosas pasan por algo, el problema es ¿como lo aceptamos?",-1
"—¡JAMES CALIENTA!
—¿Vo a jugar?
—No, calienta la otra banca, me voy a sentar
—Pepepe
—¿Pepe qué?
—Pepero quería jugar.

JAJAJAJÁ",-1
Comprar goma. Usar goma. Pintar goma. Romper goma. Lanzar goma. Perder goma.,-1
"Según Spotify lo que más escuché este año fue a mi morra decirme ""¿Otra vez vienes borracho?""",-1
"A Bolivia le da igual el fútbol y la Copa América, solo han ido a Chile a hacer la ola en el estadio e imaginar que tienen mar y son felices",-1
Quero chorar,-1
"—Amor, ¿Quieres casarte conmigo?

—Espérame, estoy asando carne.

—¿Y eso qué?

—Que yo no tomo decisiones al asar.

¡GRACIAS POR SUS LIKES!",-1
"Se abre el telon y aparece un chino tocando el arpa.
Como se llama el actor??
Arpa Chino     .#chistes #humor",-1
Soy de ese tipo de persona con la que mi mamá no dejaría juntarme.,-1
Lo culero de regalar flores es tener que aguantar en la calle las miradas de: “¡¿Qué habrá hecho este pendejo?!”,-1
"Perdendo o foco, mais svv",-1
Está de la verga ya solo tener una clase,-1
Simón Bolívar dice a sus hombres: ¡Tómense el puente! Y los hijuemadres volvieron el martes... #fb,-1
Creo que hasta chevi cantaba el himno mejor que Fergie.,-1
boludos fui a matar un mosquito con la mano q tenia el celular y se me escapo y volo como 3 metros casi me da un infarto,-1
Repetí 40 veces la escena de Damon y Elena besándose,-1
no me terminé dando la cabeza contra el borde de la ducha but bueno será la próxima,-1
"Dime tu dni , y te dire quien eres.
#frases",-1
proofs crime Nash #nonsense #nonsenseengine,-1
Cuando el gfe se pone punk #CombateMx,-1
Típico: Hoy no me vio nadie importante... mañana me pondré la misma ropa.,-1
"#LoMejorDelAyer ""En tiempos difíciles puedes perder la alegría, pero no la esperanza. La esperanza es tu guía.""",-1
Que siesta me voy a dormir hoy jeje,-1
TÍPICO: Que la risa de tu amigo de más risa que el chiste,-1
"“Te noto algo estresado... Te mando unas nudes para que te relajes”

—Una mujer centrada, considerada e inteligente. Una que lo merece todo.",-1
Habrá alguien al pedo a la tarde que me quiera venir a dejar mates mientras ordenó mi casa. ?,-1
"—¿Cuántos años me calculas?
—Mmmmm... ¿24?
—¡Wow! ¿Cómo supiste?
—Es que mi hermano tiene 12 y es medio pendejo.",-1
"Sismos_CSN: Hora Local: 2018/02/20 00:59:36 mag: 3.4, Lat: -29.411, Lon: -72.552, Prof: 30.0, Loc: 131 km al O de La Higuera",-1
"—Doctor, ¿cómo está mi suegra?

—Está en estado crítico. 

—Como siempre criticando todo, no cambia la vieja esa.",-1
"—Gringos: Twitter —Latinos: Tuiter —Ingleses: Tuitah —Padres: Tuister, la pagina esa del pajarito.",-1
Hacer cualquier cosa por pasar un día colgada de tu sonrisa.,-1
#TeAdoroPero yo tan Twitter y tú tan Facebook.,-1
"""Uy tengo mucho que estudiar"" *mira el techo* *tuitea* *se rasca las axilas* *come postre* *ve un video de una cabra voladora en Youtube*...",-1
"#TIPICO Que hacen tres mujeres en una isla desierta?....
Se juntan dos y critican a la otra #XD #RT",-1
Deberían de dar vacaciones para recuperarse de las vacaciones.,-1
"Quiero una palabra para poder expresar con ella el sueño, hambre, sed, nervios y otras boludeces que tengo.",-1
Cosas para más de dieciocho nO. /Llora in idon'tlikethis.,-1
que risa que me estoy haciendo falsas ilusiones.,-1
"Si el Hombre-Araña, ¿la Mujer-Pellizca?",-1
Hay muchachas aquí que se ve que son demasiado easy going 😅,-1
"- le llamamos por una encuesta. ¿Su nombre?
- Adán.
- ¿el de su mujer?
- Eva.
- Increíble, ¿la serpiente vive aquí también?
- Si ¡¡SUEGRAA!!",-1
Trabajar en el bar ya afectó mucho mi reloj biológico son 3:49 Am y llevo una pinche hora tratando de dormir. :(,-1
"-Hijo, ¡Feliz navidad!
-Mamá, ¿sabes que no es navidad?
-Ah, ¿entonces qué hago con este iPhone 6?
-Belén, campanas de belén..",-1
A veces está bueno perdonar y olvidarnos. Perdonar a quién nos lastimó y olvidarnos de su existencia.,-1
Una ardilla astronauta... Un caracol que maúlla... Un cangrejo que tiene una hija ballena... ¿Qué se habrá fumado el creador de Bob Esponja?,-1
"Un bombillo en una fiesta le dice a otro:
-Te noto como apagado.
Y el otro responde:
-No, es que estoy fundido.
#...",-1
Recordarte? Ni que fueras mi contraseña.,-1
"¿Hacemos el amor? — Pero... Tengo la regla. — No importa, a mí no me da miedo que me la midan. #xD #JAJAJA #RT",-1
Quiero cinco alfajores de chocolate pero que no engorden. ¿Puede ser?,-1
Mi mejor amigo le va a hacer una fiesta de cumpleaños a su perro. Y me invito no se como sentirme al respecto,-1
Un señor va a una tienda y dice me da UN CUARTO de pollo... y le dieron una jaula!,-1
"Tengo algo que decirte, pero me da verguenza —A mí me pasa igual! —Digámoslo a las 3 bueno? 1... 2... 3! —Te amo! —Tienes un moco!"" #XD",-1
"No ps sí nos ganó la carrera la distancia, amiga, chao",-1
Me desfilan pelotudos q al verme estornudando preguntan si tengo gripe.  Querer putearlos y casi no tener voz. Qué odio. Hoy mato a alguien.,-1
"aca viene la parte cuando me dice "" no , es re lejos """,-1
Dormir 5 minutos más y despertar 1 hora después,-1
"Hace poco recordaba su relato en la final nacional 2006, y se me ponen los pelos de puntas. Increíble las cosas de la vida.",-1
"Cuando ponen estados tristes en Facebook, me dan ganas de abrazarlos y decirles al oído: ""Nos vale madre"".",-1
"Si necesitas a alguien para ser feliz,para sentirte complet@,para respirar,ect...q mal te va uno se ama Primero Luego a los demas!!",-1
Sin nos organizamos cojemos todos,-1
La Piramide de las re mil putas,-1
Medico otra vez 😃,-1
"Bueno chicos, me voy dormir. El último que sale se la come.",-1
Aunque estoy me re levanto el animo,-1
"—Doctor, soy asmático, ¿es grave? 
—No amigo, es esdrújula.
—¡Dios mío! Qué alivio.",-1
"Así debería de ser: ¿Ha leído y acepta los términos y condiciones? ☐ Si ☐ No ☑ No, pero sí acepto.",-1
"vives muy lejos, bye",-1
"Que les valga verga mi vida,  porq a mi me vale verga las suyas y si alguien quiere moler!!!  Pues guau",-1
"""Ya, ya voy llegando.""

—Yo cuando apenas voy saliendo de mi casa.",-1
Putos todos 📢,-1
Tengo más hueva que Justin Bieber en sus conciertos de México.,-1
"Típico : —¿Me das? —¡Noooooooooooo! ¡Ok, gracias! —¡Mentira toma! —¡No, gracias ya no quiero!",-1
¿Le tienes miedo al exito?🤣😅,-1
JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA,-1
Amo molestar a las personas,-1
"Tengo que ir a rendir en un ratito. Estudié pero siento que me van a hacer el orto. 
Nunca pensando que me va a ir bien.",-1
— Me da un pollo a lo vaticano por favor. — ¿Y cómo es eso? — SIN PAPA.,-1
Esta Navidad me agarró tan jodido que envolví 2 baterías AA y escribí a mi ahijado: NO INCLUYE JUGUETE!,-1
"""El camino hacia la amistad está pavimentado
con pequeños actos de amor, dedicación y bondad.""",-1
"Hijo, Eres Gay?
- No Papá, Yo Soy Una Princesa! #XD #JAJAJA #RT",-1
"Para de boludear, pensá en tu futuro",-1
Puñeta estoy bien encabronao,-1
Yo uso la cartulina para: (✗) Mis exposiciones. (✗) Un lindo cartel en la clase. (✓) Enrollarla y pegarle a mis compañeros en la cabeza.,-1
"Bart, no quiero asustarte pero tal vez el coco esté en la casa",-1
"—¿Cómo se llama el compuesto químico para evitar el embarazo? ... —Oh... facil, Nitrato de meterlo.",-1
#otros4litros es tan mal hablada la pelicula que pareciera que Gloria Alvarez les hizo el guion,-1
"Cuando un hombre te roba la esposa, no hay mejor castigo que dejar que se la quede. #fb",-1
''Es que yo soy un experto pero con retraso'' JAJAJAJAJAJA no puedo con mi hermano en serio,-1
"El dinero no compra la felicidad, pero el amor tampoco compra nada.

Punto para el Dinero.",-1
—¿Ayer lleva H? —No. —¿Y hoy? —Sí. —Como cambian las cosas de un día para otro. JAJAJAJAJAJAJÁ. —Tu retraso no.,-1
No hay nada mas indefenso que una mujer con las uñas recién pintadas.,-1
Ustedes muy en la autopista y yo muy en la oficina,-1
Mi cama es una máquina del tiempo. Me quedo cinco minutos y pasan cinco horas.,-1
¿Qué va hacer Batman en internet? BaTwittear! #fb,-1
"Un brindis por lo que ayer dolió, y hoy ya no importa.",-1
Recien ahora estoy cayendo de lo buena película que es Black Panther. Muy bestia,-1
#QuéDecirDespuésDelSexo Zzzz Zzzzz Zzzzz,-1
Alguien que quiera tomarse fotos conmigo en todos lados 😥,-1
"No hay casi nada que una michelada no resuelva, excepto los golpes... esos siempre resuelven todo.",-1
"El ""estoy bien"" es la mentira más usada, e irónicamente la más creída.",-1
si se sienten fracasades recuerden que mi primer chape fue con una piba mas grande que yo que SI SABIA CHAPAR y yo no,-1
Me encanta pensarte.,-1
"Literal q no me hablo con nadie, q triste todo",-1
Nos va a matar a todos así.,-1
Indignada,-1
"—Doctor, ¿cuál es el estado de mi hija?
—Antes de criticarme, intenta superarme.
—Déjela morir.",-1
Quien se toco la encia y le volvió a sangrar si yo un re fracaso,-1
Que la risa de tu amigo de más risa que el chiste.,-1
"No puedo morir, puesto que este es mi universo.",-1
España necesita #DiscoRaoul,-1
El último tuit en al menos 2 meses....,-1
"Pues con esto me voy a dormir ... A taparme bien con las sábanas e intentar no llorar por el ridículo, buenas noches.",-1
"Disculpe señor, esta tortuga es Marina? -Si -AY DIOS MÍO!!!! MARINA QUE TE HICIERON??? TE CONVIRTIERON EN UNA TORTUGA!!!  #XD  #RT",-1
"Le he mandando a María 80 mensajes y no se despierta, luego la marmota soy yo 😒",-1
"Q en Ponce un chico tiro a una perrita d un 2do pisooo??? Ay!Diohh! Pues pq no lo amarran al filo,y asi el sentira lo q sintio ella!",-1
No dejes para mañana lo que te puedes comer hoy. ☝️,-1
Today is 11/11/11,-1
Es preferible una sonrisa antes que un buen día. Anoten.,-1
"Sé que no será fácil, pero quiero intentarlo.",-1
"Me violenta que me digan ""te iba a decir algo, pero mejor no""",-1
Ésta es la hora en que los pendejos sin creatividad roban tuits y las más putas publican fotos en busca de fologüers. Qué asco.,-1
Mi nivel de madurez depende siempre de con que amigo me junte.,-1
Pana pana panamera la bestia acelera🔊,-1
Que bronca cuando la gente se caga tanto en los demas ??,-1
"Ganas de algo, pero no hay n a d i  e",-1
"MUERTE AL PAN DULCE CON FRUTAS
#frases",-1
¿Cuál es el vino más peligroso? - no me vino    #CHISTES,-1
"- Hija, ¿a donde vas tan linda y arreglada? ¿Vas a salir?
- No mamá, voy a tomarme unas fotos en el baño",-1
"¿Por qué muchos huracanes tienen nombre de mujer? Porque cuando se van se llevan la casa, el dinero y el auto! #fb",-1
Típico: Es Navidad y estás lejos de una persona que extrañas.,-1
Esos dubbys en plena Walmart NO son de Dios!! #AtacaCoreaAtaca,-1
dias de mierda en los que ni siquiera duermo,-1
"— Hola, bienvenido a McDonald's, ¿Qué desea?
— ¿Qué recomienda?
— La nueva McArena
— Y ¿Qué lleva?
— Alegría y cosa buena!",-1
Me voy acercando al que quería ser y no al qué querían que fuera. Y de eso se trata todo.,-1
"Si tienes queso de tetilla en la nevera, el momento de almorzar es ya.",-1
"—¿Y Thomas? —No, yo no tomo. —No, ¿Que si Thomas vino? —No me gusta el vino. —¡No! ¡¿Que si llegó Thomas?! —No, no tomaré ni aunque llegues.",-1
Cómo viajan 8 músicos ? se toman  do re mi    #chistes,-1
"Me gustan las mujeres que usan lentes, porque eso significa que no ven bien y así es más fácil que yo les pueda gustar. 😌",-1
Heeey !! ¿Por qué le dio un paro a la impresora? - Parece que tuvo una IMPRESIÓN MUY FUERTE !! #chistes,-1
Dios mio que me internen.,-1
"¿Qué pedo con esas parejas que no se etiquetan en memes? O sea si no se quieren, mejor terminen.",-1
"—Piojo, ¿qué piensas de tu despido al frente de la Selección? 

—Cuesta aceptarlo, cuesta mucho. Lo bueno es que en Chedraui cuesta menos.",-1
"Quedarme sin un mango casi a fin de mes por haber gastado en cosas para mi , familia y amigos que lo valen , no me arrepiento",-1
"Mi papá me trajo un block, lo ammmmo",-1
"Buenos días 
#ArtistaDelFestivalCNCO️",-1
"obama's america: beyonce perfecta cantando el himno perfectamente

trump's america: fergie.",-1
Quisiera sacarte de mis pensamientos!😣🎶,-1
"#DeMolotovAprendí que aunque nos pinten como unos huevones, no lo somos. ¡Viva México cabrones! Vía: @Lu_PSO5",-1
Nunca te quedes con las ganas de tuitear algo,-1
Ay! Yo ya no estoy pa los re-fritos d AdaMari...Ni de ninguna otra estupida idiota q no saben q mas hacer pa llamar la atencion...Punto!!!,-1
Tu celular ya no tiene que ser un ladrillo para que te dure la batería dos días. Gracias a #GoodVsGreat de Xperia Z3 con Cámara de 20 MP.,-1
Que funcione la libertad en mi país #libertadzanini#BastaDePresxsPolíticxs,-1
solo el pueblo salva a ... los politicos de sus deudas.,-1
@paolarika1 hola hermosa de donde eres,-1
"No pedía que nadie estuviera orgulloso de mi, conmigo bastaba, pero papá dijo que está muy orgulloso de mi y me hizo feliz.",-1
"no paro de leer que si humillaciones a cepeda, feos de aitana y gilipolleces de esas a montones",-1
"¿Por qué te caen tan bien los submarinistas?
- Porque en el fondo son buena gente...",-1
Uhhh me controlaba lo que ponía jajaja besos bye bye👋👋,-1
ARRIBA 📢 ARRIBA 📣,-1
"Hitler murió en 1945, Donal Trump nació en 1945.
¿Coincidencia? No lo creo.
¿Misterio? Tal vez.
¿Hotel? Trivago.",-1
"Mi hijo vuelve. Hoy luego de 2 anos y 3 meses vuelve a mis brazos. Haz Tu voluntad Dios,ayudame a ayudarlo.Haz d mi cada sia una mejor madre",-1
Odio tanto que algo me de tantas vueltas en la cabeza😒😞,-1
Un policia a un borracho :-identifiquece ! el borracho saca un espejito lo mira y dice :-si soy  yo . #chistes,-1
"Somos instantes por eso hay que sonreír a toda hora, amar sin medidas, disfrutar cada segundo, vivir cada instante y ser feliz toda la vida.",-1
No voy hablar mal de ti por que no es mi estilo,-1
"doctor, aumenté 30k.""
""Vamos a ver... abra la boca y diga muuu...#chistes",-1
"Una media se encontró con otra y le preguntó
¿Vos también vas a pie? #chistes",-1
"Un par de monjas de un asilo de ancianos llaman a la puerta de una casa y les abre una niña
Nos podrían dar algo para el asilo?
Abuelo, sal!",-1
"Lo bueno de irle al América de Cali es que desarrollas cierta inmunidad al dolor, la tristeza, la decepción y la humillación. Te endureces.",-1
F E A = For Ever Alone. F E O = For Ever Online. ¿Asi o más claro?,-1
#OdioAEsosQue te dicen no vi tu mensaje y cuando están con vos no dejan el celular ni un segundo..,-1
"Frase de abuelas; el que se va sin que lo echen, vuelve sin ser llamado",-1
Ver gente de mi edad que ya tienen un futuro asegurado me da una envidia yo soy un desastre que todo lo wue tengo lo arruino,-1
Porque nadie me puede tomar enserio?,-1
La parte buena del transporte público es poder dormir mientras el chófer conduce. Es como ser rico pero en pobre.,-1
@Max_rmz te amooooooooo!!!!!❤️💙,-1
"""A cada decepción le llega su olvido.""",-1
"tengo un amigo que es entrenador de fitness, pero solo de fitness de semana... #frases #chistes",-1
Jajaj no me sorprende,-1
Sin comer pero con iPhone 6.,-1
Si Ricky Martin y Maluma me dicen «vente pa' acá» obvio voy.,-1
"A tus nalgas sólo les falta tener bigote para que sean un señor culazo. Tú sabes quién eres, mi amor.",-1
-Por qué tan temprano hijo? -Es que fui el único en contestar una pregunta -Cual? -Quien le tiró el borrador al Director?,-1
"Difícil sí, imposible no.",-1
Send alguien que me quiera,-1
"Jamás permitan que su compu se de cuenta que tienen prisa, porque ellas huelen su miedo y se tardan el doble en responder.",-1
El HOMBRE es un ser tan dependiente que hasta para ser cornudo o viudo necesta de la ayuda de una MUJER. #fb,-1
Para hoy tendremos una nueva tanda de chistes durante todo el día :D. Esperamos les guste. #JajaChistes,-1
"Ahí viene el almuerzo, actuá normal.",-1
"—Le entiendo perfectamente a Jorge Campos.

Chewbacca.",-1
Dentro de 15min empezamos con el juego de preguntas!.. RT si vas a participar.,-1
Ca puta de texto 😍😍😍😍,-1
"Ustedes me reclaman pero también me son infieles, cómo así, amikas.",-1
Intenso,-1
"Se abre el telón y aparece una piedra pequeñita, pequeñita.
- ¿Cómo se llama la película?
- Rocky
#Chistes #Humor...",-1
"Distingo excusa y resultado, y hoy elijo estar con vos",-1
Q pasó en #L5 @metrodesantiago q hay como 4 filas d personas en Lourdes ??,-1
Típico: Tus amigos siempre te hacen quedar mal con la persona que te gusta.,-1
Le pedi a lilu la camiseta del 14 del Barca 😍,-1
"Mi vecina, la fea, tiene 2 hijos, uno de 6 y otro de 17, igual insisto con que son gemelos. Es imposible que se la hayan garchado dos veces.",-1
Netflix tiene todas las películas... Que no quiero ver😂,-1
"con este calor, ni ganas de pajiarse dan guau",-1
Vengan despacito y de a una 💣,-1
Mejor empezamos la dieta en el 2019 ya con más calma.,-1
"Aliens: Podemos concederles cualquier deseo como la infinita sabiduría y paz eterna.

Antepasados: Queremos unas pirámides bien mamalonas.",-1
#GodinQueSeRespeta trae los tennis en el bolso  para cuando suene la alerta sismica,-1
"De verdad eres bueno en la Cama? Mi Vida por favor, si la primera vez que chupe una teta fue a los dos dias de nacido... soy un EXPERTO #XD",-1
"Cuando apuntas con el dedo, recuerda que tres dedos te señalan a ti 
#chistes #humor",-1
Oye cuantos años crees que tengo? -Mmh 22! -Uy cómo adivinaste? -Es que tengo un hermano que tiene 11 y es MEDIO bobo! #fb,-1
Felicidad es tener el enchufe al lado de la cama. 👌,-1
"Voy a estudiar, Oh una mosca Voy a estudiar, Tengo un WhatsApp Voy a estudiar, Primero me baño Voy a estudiar, pff ya es tarde, mañana",-1
@gimnasiaoficial  habría que avisarle  a Bryan alemán que  empezó el partido,-1
Hola ya llegué ✌🏼😎,-1
"El ZAPATERO esta en la pomada
#frases",-1
"Ella no es PUTA, solo es de vagina caritativa. #chistes RT",-1
Juro que si me dicen nerd una vez más pierdo el Ctrl.,-1
"Típico: —Guarde su celular —Ya voy —Que guarde su celular —Si, si, ahorita lo guardo —Dámelo —No, mira ya lo guardé.",-1
cada vez que me sale Big Shot y dicen Wakaaaanda en mi mente suena Ugaaanda,-1
"La delgada línea entre ""tuitear"", ""mandar indirectas"" y ""desahogarse"".",-1
"no quiero fingir que somos algo, no somos nada",-1
"El amor no se crea ni se destruye, solo te transtorna.",-1
"Noches de insomnio, letras que vuelan.",-1
Necesito salvar el examen de hoy sí o sí,-1
#CHISTE Papá ¿como se hacen los niños?- pues papá le metes una semillita a mamá-ahhh y luego la empujas con el pene #chistes RT,-1
Puta 😐,-1
Aparte de que me aburro el visto le da el toque,-1
"No estoy triste, estoy en modo ""ahorro de felicidad""",-1
Ir a por Verratti y volverte sin Neymar es como cuando vas a una revisión de examen y te bajan la nota.,-1
"-Mamá, hoy en el colegio aprendí a hacer explosivos -Muy bien ¿Y mañana qué harán en el colegio? -¿Cuál colegio?",-1
Todos conocen mi verdad pero no lo que quiero👀,-1
iaie iaie es mi baby solo yo la puedo tener,-1
"Me mojé hasta el orto.
Literalmente.",-1
"#Venacenar111 pues a mí mientras que la comida este buena ,como si no ponen cubiertos",-1
"Quiero que ya empiecen las clases, pero para ver que onda,para saber como es 5to, después quiero dejar todo😅",-1
"—Maestra, ¿ayer va con H?
—No.
—¿Y hoy?
—Sí.
—Mierda, como cambian las cosas de un día para otro.",-1
"EL""Avatar""de @primerahora parece sacado de un anuncio""vintage""d McDonals!!",-1
"¿Oye qué pedo, ocupas lentes o si ves todo lo que te estás perdiendo?",-1
"— ¡Te ves más flaco! ¿Qué estás haciendo?

— Sumiendo la panza :(",-1
"Quien no ha  intentado sacar peluches de las malditas maquinas.?
#frases",-1
"Mujeres no se engañen, a ustedes no les gusta el pendejo que escucha sus problemas, a ustedes les encanta el cabrón que se los causa.",-1
@Bienvenidos13 Que alguien mire lo que Pablo está diciendo en Chilevisión y es todo lo contrario.....,-1
hay pimples 💔😌,-1
Siono rasa PRI puntero 2018,-1
"Mamá te busca don Elías
▬¿Elías? ¿Cuál Elías?
▬El que culea todo los días Jajajajajajajaj :O ¡No mamá con el cable de la plancha no! XD #XD",-1
"Quiero helado Llao Llao, pongan uno en Córdoba por favor ??",-1
por qué busco las cosas antes????,-1
Típico: ser psicólogo de tus amigos y no saber qué hacer con tu vida.,-1
CANDELA VENI YAAAAA,-1
4% de bateria y 30 min para llegar a casa name a more iconic duo i'll wait,-1
Quédate con quién te mandé canciones porque se preocupa que te salgas de tus gustos 🖤🤘🏻,-1
Típico: Te despiertas con mas sueño.,-1
"– No puede entrar con esa botella de agua
– ¿Con mi pistola sí ?
–Claro, pase.

Alguien entrando a cualquier parte de Estados Unidos.",-1
Todavía no es noviembre y ya estoy sin ti.,-1
"—Mamá, ¿has visto la marihuana que tenía en mi cuarto? —No hijo, estoy en la cocina espantando unicornios para que no se paren en la comida.",-1
Cepeda pidiendo respeto :______ y sus fans son la lacra mas grande de este ot claro que si,-1
Luz para Todos,-1
me casé con un audio suyo,-1
"Bueno, que el Guarromantico chingue a su madre. Aprovechando ya que todos lo están haciendo ?",-1
