id,klass,score_gemma,score_robertuito,score_osth,score_ensemble
56,1,0.8671875,0.4869973957538605,0.8,0.7064917577803136
57,1,0.87890625,0.5735862851142883,0.8,0.7473610392212868
58,0,0.0849609375,0.5857702493667603,0.0,0.2792926150560379
59,0,0.796875,0.5262619256973267,0.0,0.6075892049074173
60,0,0.4375,0.4520115256309509,0.0,0.3996271678805351
61,0,0.00592041015625,0.5436878204345703,0.0,0.22312417030334472
62,0,0.000911712646484375,0.4907445013523102,0.0,0.1992028208076954
63,0,0.119140625,0.45783621072769165,0.6,0.30439827471971515
64,0,0.6796875,0.48033303022384644,0.0,0.5309801897406579
65,0,0.09521484375,0.4475233554840088,0.0,0.2283783066272736
66,0,0.3203125,0.5821452140808105,0.8,0.47432349920272826
67,1,0.98828125,0.5536730885505676,0.75,0.7884368196129798
68,1,0.9765625,0.555949330329895,0.875,0.7960579162836076
69,0,0.376953125,0.5736432671546936,0.0,0.4189173200726509
70,0,0.02294921875,0.5738832950592041,0.0,0.24378259778022768
71,0,0.07568359375,0.6062771081924438,0.8,0.36300560772418977
72,1,0.97265625,0.4356059432029724,0.8,0.7378852507472038
73,1,0.8515625,0.3925626873970032,0.8,0.6605113258957862
74,0,0.62109375,0.5095596313476562,0.0,0.5138130569458008
75,0,0.2451171875,0.5151156783103943,0.0,0.32995485752820974
76,1,0.98828125,0.5437703132629395,0.8,0.7894261956214905
77,1,0.96875,0.4778408706188202,0.8,0.7530568026006221
78,1,0.93359375,0.5204866528511047,0.0,0.6729260006546974
79,0,0.0203857421875,0.3652600347995758,0.8,0.2380212564766407
80,0,0.053466796875,0.6278807520866394,0.0,0.280757769048214
81,1,0.9921875,0.5443985462188721,0.8,0.7916142237186432
82,1,0.9921875,0.5283284187316895,0.8,0.7851058220863343
83,0,0.0673828125,0.5398330092430115,0.0,0.25198686093091965
84,1,0.94140625,0.4595659673213959,0.75,0.7271203105151653
85,0,0.010986328125,0.5864986777305603,0.0,0.24297019690275193
86,0,0.037353515625,0.6893839240074158,0.0,0.29769047945737837
87,1,0.9921875,0.35845038294792175,0.0,0.6363052175939083
88,0,0.349609375,0.6103423833847046,0.0,0.4202453058958054
89,0,0.012451171875,0.5056384801864624,0.8,0.2909469145536423
90,0,0.010986328125,0.5496564507484436,0.0,0.22804909497499468
91,0,0.349609375,0.4911043345928192,0.75,0.4469538961350918
92,0,0.22265625,0.4523068368434906,0.0,0.2933991126716137
93,0,0.00860595703125,0.5536422729492188,0.0,0.22848506927490236
94,0,0.00592041015625,0.6350119709968567,0.0,0.26011045128107074
95,1,0.8359375,0.5706092119216919,0.0,0.6448857933282852
96,0,0.00970458984375,0.46200063824653625,0.0,0.19191403046250344
97,0,0.0021820068359375,0.5056415796279907,0.0,0.20586493313312532
98,0,0.1328125,0.5915404558181763,0.0,0.30531607210636136
99,0,0.6796875,0.3906371295452118,0.0,0.4946533499658108
100,0,0.46875,0.4343550503253937,0.0,0.40794504538178444
101,1,0.9921875,0.605854868888855,0.8,0.8165040343999863
102,0,0.003173828125,0.47169139981269836,0.0,0.19260606184601783
103,1,0.9921875,0.39652207493782043,0.8,0.7317242528498173
104,1,0.984375,0.41132447123527527,0.8,0.7338520358502865
105,0,0.10693359375,0.4128258228302002,0.0,0.22012658715248107
106,0,0.70703125,0.5035312175750732,0.0,0.5539106118679047
107,1,0.9609375,0.4434535503387451,0.75,0.7302627503871917
108,1,0.98046875,0.5076685547828674,0.0,0.6909377959370613
109,1,0.89453125,0.5640191435813904,0.0,0.6712207219004631
110,0,0.1484375,0.4657750427722931,0.0,0.2621154548227787
111,0,0.5,0.5387476682662964,0.0,0.46569280564785004
112,0,0.006683349609375,0.5761416554450989,0.0,0.23664562851190568
113,0,0.796875,0.5212112069129944,0.0,0.6055436637997628
114,0,0.00150299072265625,0.4058619439601898,0.6,0.22511806771159174
115,1,0.99609375,0.4568694829940796,0.875,0.7655985468626022
116,0,0.59375,0.45712754130363464,0.0,0.479042904227972
117,1,0.9921875,0.48753121495246887,0.8,0.7685829545557499
118,0,0.00970458984375,0.4967038333415985,0.0,0.20596882447600365
119,1,0.953125,0.4394862651824951,0.8,0.7297888123989105
120,1,0.9921875,0.4278527498245239,0.8,0.7444131761789323
121,1,0.89453125,0.5073502063751221,0.0,0.6482698023319244
122,1,0.98828125,0.6339588165283203,0.75,0.8209525394439696
123,0,0.75390625,0.5401089787483215,0.0,0.5919277301430702
124,0,0.07568359375,0.6268466114997864,0.8,0.37133625656366354
125,1,0.9921875,0.4686269164085388,0.8,0.7609267136454583
126,1,0.98828125,0.5289506912231445,0.8,0.7834242486953735
127,0,0.2021484375,0.5610545873641968,0.0,0.3272905844449997
128,0,0.349609375,0.6401116847991943,0.75,0.5073018729686738
129,0,0.029296875,0.5618252754211426,0.0,0.24204118967056276
130,1,0.98046875,0.5126954913139343,0.0,0.6929737052321434
131,0,0.0028076171875,0.4236701428890228,0.0,0.17297617837786675
132,0,0.53125,0.5004772543907166,0.0,0.4656620380282402
133,0,0.005218505859375,0.4703241288661957,0.6,0.25306443259119993
134,0,0.00170135498046875,0.5180134177207947,0.0,0.2106376048922539
135,0,0.0140380859375,0.49811023473739624,0.0,0.208683497607708
136,0,0.0021820068359375,0.5883896946907043,0.0,0.23937791973352435
137,0,0.65234375,0.4350518584251404,0.6,0.559106158912182
138,0,0.00116729736328125,0.5052260160446167,0.0,0.205194348692894
139,1,0.99609375,0.4985676407814026,0.8,0.7749863007664681
140,1,0.96875,0.570740818977356,0.0,0.7106812816858292
141,0,0.00193023681640625,0.5077599287033081,0.0,0.2065982383489609
142,0,0.007568359375,0.4940311908721924,0.8,0.28382897019386294
143,1,0.9921875,0.6467691659927368,0.0,0.7530743247270584
144,0,0.0006256103515625,0.42917129397392273,0.0,0.17412405118346216
145,0,0.5,0.5736793875694275,0.8,0.5598401519656182
146,1,0.984375,0.6251530647277832,0.8,0.8204526162147523
147,0,0.029296875,0.5545527935028076,0.0,0.23909583449363708
148,0,0.012451171875,0.6810694336891174,0.0,0.2819964507222176
149,0,0.015869140625,0.6181625723838806,0.0,0.25821106642484665
150,0,0.46875,0.5446968078613281,0.6,0.5126334571838379
151,1,0.99609375,0.5598819851875305,0.8,0.7998186102509499
152,1,0.96875,0.4533185362815857,0.8,0.7431252571940423
153,0,0.0140380859375,0.45470380783081055,0.0,0.1911038947105408
154,1,0.98828125,0.649057149887085,0.8,0.8320673644542695
155,0,0.010986328125,0.46936193108558655,0.0,0.19552981451153756
156,0,0.00360107421875,0.6488938927650452,0.0,0.26458455830812455
157,1,0.984375,0.6104692220687866,0.8,0.8145056599378586
158,0,0.75390625,0.4992873966693878,0.0,0.5753949894011021
159,1,0.99609375,0.40313029289245605,0.6,0.7163341748714447
160,0,0.006683349609375,0.5109022855758667,0.75,0.2852236837148666
161,1,0.9609375,0.41220274567604065,0.0,0.6426061744987964
162,0,0.2451171875,0.6746151447296143,0.8,0.4745521414279938
163,1,0.953125,0.5662950873374939,0.0,0.701146385371685
164,1,0.9921875,0.46977511048316956,0.0,0.6813917322456837
165,0,0.75390625,0.47518256306648254,0.0,0.5656325317919254
166,0,0.5625,0.513048529624939,0.0,0.4862221544981003
167,1,0.9921875,0.4504307508468628,0.8,0.7535572665929795
168,1,0.9921875,0.550312340259552,0.0,0.7140093103051186
169,0,0.22265625,0.43693608045578003,0.75,0.36217395633459093
170,0,0.00193023681640625,0.5136005282402039,0.75,0.2839636811614037
171,0,0.26953125,0.5789153575897217,0.0,0.3678786885738373
172,0,0.0021820068359375,0.48158323764801025,0.0,0.19612130463123323
173,1,0.953125,0.5063934922218323,0.8,0.7568862393498421
174,0,0.119140625,0.5338444709777832,0.0,0.2751816201210022
175,0,0.46875,0.46745917201042175,0.8,0.5013522146642209
176,0,0.002471923828125,0.5631390810012817,0.0,0.229294930100441
177,0,0.00150299072265625,0.5987532138824463,0.0,0.2432390320301056
178,0,0.005218505859375,0.5050771236419678,0.0,0.2071393954753876
179,0,0.0006256103515625,0.5897428393363953,0.0,0.23915552705526352
180,1,0.99609375,0.587056040763855,0.8,0.8108241027593612
181,0,0.037353515625,0.46123090386390686,0.0,0.2052885062992573
182,0,0.376953125,0.5071715116500854,0.0,0.3919962590932846
183,0,0.0673828125,0.464763879776001,0.0,0.22158386349678041
184,0,0.00970458984375,0.5965592861175537,0.0,0.2464102828502655
185,0,0.04736328125,0.5583577156066895,0.0,0.24957969903945923
186,0,0.04736328125,0.44492214918136597,0.8,0.28363829463720325
187,1,0.9921875,0.5767521262168884,0.8,0.8047174236178398
188,0,0.1484375,0.5508005619049072,0.75,0.37155079007148745
189,0,0.0673828125,0.5086574554443359,0.75,0.3143607616424561
190,1,0.94140625,0.4850296974182129,0.0,0.6624331212043763
191,0,0.10693359375,0.5289723873138428,0.0,0.26716594576835634
192,0,0.00860595703125,0.576701283454895,0.0,0.23782396852970125
193,0,0.029296875,0.4503539204597473,0.0,0.19689529091119767
194,0,0.3203125,0.6068207025527954,0.0,0.4043170720338821
195,0,0.09521484375,0.4086996018886566,0.75,0.28765468642115594
196,0,0.0419921875,0.42148762941360474,0.0,0.19148862272500994
197,0,0.00360107421875,0.470574289560318,0.0,0.19236511901021006
198,0,0.00360107421875,0.5658526420593262,0.0,0.23095285177230837
199,0,0.2451171875,0.49427321553230286,0.0,0.3215136601030827
200,0,0.3203125,0.5765134692192078,0.0,0.3920426425337792
201,1,0.9921875,0.4854073226451874,0.0,0.6877227781713009
202,1,0.9921875,0.469594806432724,0.75,0.7563187091052532
203,1,0.9921875,0.42356887459754944,0.6,0.7226782067120077
204,0,0.07568359375,0.5347281098365784,0.0,0.25402826339006424
205,0,0.006683349609375,0.49894875288009644,0.0,0.2053825029730797
206,0,0.00860595703125,0.48749253153800964,0.0,0.20169442400336268
207,1,0.9921875,0.4289382994174957,0.8,0.7448528237640859
208,0,0.00970458984375,0.4175988733768463,0.8,0.25393131569027905
209,1,0.8671875,0.571025013923645,0.0,0.6605229431390762
210,1,0.9921875,0.534223198890686,0.8,0.787493208050728
211,1,0.98046875,0.4982396066188812,0.0,0.6871190719306469
212,1,0.93359375,0.35333436727523804,0.75,0.6802293249964715
213,1,0.9921875,0.5555317401885986,0.8,0.7961231672763824
214,0,0.029296875,0.5537400245666504,0.0,0.23876666307449343
215,0,0.10693359375,0.5971426367759705,0.0,0.29477489680051805
216,1,0.99609375,0.5414433479309082,0.75,0.7873509621620178
217,0,0.00970458984375,0.4827288091182709,0.0,0.20030893966555596
218,0,0.033203125,0.6945411562919617,0.0,0.2977247151732445
219,0,0.00070953369140625,0.5884597301483154,0.0,0.23867740988731387
220,0,0.89453125,0.461702823638916,0.0,0.629782612323761
221,0,0.000804901123046875,0.4065089821815491,0.0,0.1650345638394356
222,0,0.006683349609375,0.615197479724884,0.8,0.3324632373452187
223,0,0.015869140625,0.6066045165061951,0.0,0.25353005379438404
224,0,0.00360107421875,0.48888471722602844,0.75,0.2747808422148228
225,0,0.0673828125,0.5664434432983398,0.0,0.26276408672332763
226,0,0.00193023681640625,0.4883306920528412,0.0,0.1987293975055218
227,0,0.408203125,0.516166090965271,0.0,0.41110781371593474
228,0,0.00048828125,0.6155862212181091,0.0,0.24955411881208422
229,0,0.59375,0.45436105132102966,0.75,0.5529224757850171
230,0,0.003173828125,0.5107335448265076,0.0,0.20841813057661057
231,1,0.9921875,0.48563435673713684,0.0,0.6878147269785404
232,0,0.00193023681640625,0.5875862240791321,0.0,0.2389278879761696
233,0,0.000431060791015625,0.5640533566474915,0.0,0.22865498453378677
234,1,0.99609375,0.42537805438041687,0.85,0.7503445182740688
235,0,0.0260009765625,0.5398426651954651,0.0,0.23150676280260088
236,0,0.004608154296875,0.5065996646881104,0.0,0.20745390057563784
237,1,0.99609375,0.5004589557647705,0.8,0.7757522833347321
238,0,0.012451171875,0.5388119220733643,0.0,0.22438215851783755
239,0,0.005218505859375,0.5653813481330872,0.0,0.23156260639429097
240,1,0.9921875,0.6215569972991943,0.75,0.8178633964061737
241,1,0.9921875,0.5580763220787048,0.0,0.7171537229418755
242,1,0.99609375,0.43640583753585815,0.75,0.7448107704520226
243,0,0.0419921875,0.45466849207878113,0.6,0.26492687210440635
244,1,0.92578125,0.5913300514221191,0.0,0.6977503895759583
245,0,0.00970458984375,0.4837510585784912,0.0,0.2007229506969452
246,0,0.5,0.6494640111923218,0.0,0.5105329245328903
247,0,0.007568359375,0.514788806438446,0.6,0.2722358044981957
248,0,0.1328125,0.5735339522361755,0.0,0.29802343815565113
249,1,0.9140625,0.5292829275131226,0.75,0.7418205231428145
250,0,0.0002613067626953125,0.6329131722450256,0.0,0.25645918160676956
251,0,0.006683349609375,0.45985981822013855,0.0,0.18955148443579675
252,1,0.9765625,0.5495206117630005,0.0,0.7059542852640153
253,0,0.0006256103515625,0.596049427986145,0.0,0.2417096954584122
254,0,0.796875,0.5595767498016357,0.0,0.6210817086696625
255,0,0.8671875,0.44250521063804626,0.0,0.6084724228084087
256,1,0.77734375,0.5192592740058899,0.8,0.6750851622223855
257,1,0.98828125,0.5745121240615845,0.8,0.8018766289949417
258,0,0.77734375,0.545348584651947,0.0,0.6056513330340385
259,0,0.00592041015625,0.4857436716556549,0.0,0.199656790047884
260,1,0.8515625,0.501177191734314,0.8,0.7045002001523972
261,1,0.96875,0.40811657905578613,0.0,0.6448184645175934
262,0,0.1328125,0.5775186419487,0.0,0.2996372374892235
263,0,0.349609375,0.551384687423706,0.0,0.396367439031601
264,1,0.9921875,0.6013702154159546,0.0,0.7346877497434616
265,0,0.00860595703125,0.5661817789077759,0.0,0.233563569188118
266,0,0.00193023681640625,0.5192387700080872,0.0,0.2112471690773964
267,1,0.87890625,0.5825456976890564,0.75,0.7459896013140679
268,0,0.007568359375,0.36526185274124146,0.0,0.1516773882508278
269,1,0.9921875,0.5764155387878418,0.8,0.8045811057090759
270,0,0.004608154296875,0.46382033824920654,0.0,0.1901282733678818
271,0,0.0028076171875,0.48625287413597107,0.0,0.1983221845328808
272,0,0.053466796875,0.5507900714874268,0.0,0.24953604340553284
273,0,0.00070953369140625,0.5242176651954651,0.0,0.21265937358140946
274,1,0.8671875,0.4180484116077423,0.8,0.6785674192011357
275,1,0.89453125,0.5194380879402161,0.75,0.7281653943657875
276,0,0.029296875,0.5944596529006958,0.0,0.2552581125497818
277,0,0.004608154296875,0.45327243208885193,0.0,0.18585637137293817
278,0,0.53125,0.57480788230896,0.0,0.4957659423351288
279,1,0.98828125,0.4803464114665985,0.8,0.7637395153939723
280,0,0.00860595703125,0.5395671725273132,0.0,0.22278465360403063
281,1,0.984375,0.48509481549263,0.8,0.7637290252745152
282,1,0.96875,0.5207481384277344,0.6,0.7504342460632325
283,1,0.98828125,0.555838406085968,0.8,0.7943137732148171
284,0,0.408203125,0.4792255759239197,0.0,0.3961469051241875
285,1,0.92578125,0.44113314151763916,0.8,0.7169206410646438
286,0,0.005218505859375,0.5153282284736633,0.0,0.2112910929322243
287,0,0.000431060791015625,0.5305238366127014,0.0,0.2150755289196968
288,1,0.8359375,0.5453420281410217,0.0,0.6346525838971138
289,1,0.93359375,0.45317548513412476,0.0,0.6456649777293205
290,1,0.9609375,0.589084267616272,0.0,0.7142431908845901
291,1,0.9765625,0.5715395212173462,0.8,0.7948719435930252
292,0,0.65234375,0.4285008907318115,0.0,0.49645301699638367
293,0,0.70703125,0.5718486309051514,0.0,0.5815791642665863
294,0,0.00592041015625,0.5543623566627502,0.0,0.22744735747575762
295,0,0.70703125,0.46674779057502747,0.0,0.5390133239328861
296,0,0.00360107421875,0.3994232416152954,0.0,0.1635489445924759
297,0,0.002471923828125,0.5108385682106018,0.0,0.20811322242021563
298,1,0.9921875,0.5627456307411194,0.8,0.7990447929501534
299,0,0.00116729736328125,0.4500914514064789,0.0,0.1828648500144482
300,0,0.004058837890625,0.5044410228729248,0.0,0.20630773901939395
301,0,0.3203125,0.6036282777786255,0.0,0.4030241400003433
302,0,0.349609375,0.4501664340496063,0.8,0.4353740464150906
303,1,0.99609375,0.4881812036037445,0.8,0.7707797937095164
304,0,0.0013275146484375,0.5190617442131042,0.0,0.2108771261572838
305,0,0.005218505859375,0.4877934455871582,0.0,0.20013950586318974
306,1,0.8359375,0.5637490749359131,0.0,0.6421074378490448
307,0,0.004608154296875,0.547547459602356,0.0,0.2240377575159073
308,0,0.005218505859375,0.5579665303230286,0.75,0.3035596051812173
309,1,0.96875,0.4118218421936035,0.75,0.7213190960884095
310,0,0.0203857421875,0.4960428476333618,0.0,0.21098829567432403
311,0,0.5625,0.529765248298645,0.0,0.49299242556095124
312,1,0.98828125,0.6285769939422607,0.75,0.8187729012966156
313,0,0.376953125,0.5161561965942383,0.0,0.39563505649566655
314,0,0.46875,0.5090929865837097,0.8,0.5182139095664025
315,0,0.003173828125,0.41512343287467957,0.0,0.16969603523612023
316,0,0.00170135498046875,0.6108471155166626,0.0,0.2482352524995804
317,0,0.010986328125,0.6366373896598816,0.0,0.26327637523412706
318,1,0.9921875,0.5629872679710388,0.75,0.7941426560282707
319,0,0.10693359375,0.551756739616394,0.0,0.2763936084508896
320,0,0.0203857421875,0.5925616025924683,0.0,0.25007839143276217
321,0,0.3203125,0.5595417618751526,0.0,0.3851691010594368
322,0,0.00116729736328125,0.5668787360191345,0.0,0.2301637002825737
323,0,0.0260009765625,0.5765729546546936,0.0,0.24638253003358843
324,0,0.012451171875,0.4985344707965851,0.75,0.283069790750742
325,0,0.349609375,0.5910599827766418,0.0,0.41243593364954
326,1,0.98046875,0.39655888080596924,0.8,0.7259383779764177
327,0,0.033203125,0.5331261157989502,0.0,0.23235162377357482
328,1,0.99609375,0.4297640919685364,0.8,0.7471208634972573
329,0,0.00592041015625,0.5245551466941833,0.0,0.21537543743848803
330,0,0.000911712646484375,0.40257999300956726,0.0,0.1634961949288845
331,0,0.0260009765625,0.5714633464813232,0.0,0.24431313872337343
332,0,0.006683349609375,0.6092036366462708,0.0,0.2500357308983803
333,0,0.00150299072265625,0.6659334301948547,0.0,0.27044701963663104
334,1,0.94140625,0.43768492341041565,0.8,0.7232584877312185
335,0,0.376953125,0.63950115442276,0.0,0.44558976441621784
336,1,0.96875,0.5883609652519226,0.8,0.7978174409270287
337,0,0.00592041015625,0.5924915671348572,0.0,0.24288968771696093
338,1,0.98828125,0.38274094462394714,0.8,0.7242093013226987
339,1,0.98828125,0.5786137580871582,0.8,0.8035377907752992
340,1,0.9609375,0.46212849020957947,0.8,0.7428261010348798
341,0,0.0179443359375,0.4111591577529907,0.0,0.17540190517902376
342,1,0.9921875,0.5591408610343933,0.0,0.7175848612189293
343,0,0.06005859375,0.5356752276420593,0.75,0.3216774711012841
344,1,0.89453125,0.5131600499153137,0.0,0.6506227889657021
345,1,0.9921875,0.5233414769172668,0.0,0.7030861106514931
346,0,0.0021820068359375,0.48280903697013855,0.0,0.19661775335669518
347,1,0.984375,0.49626630544662476,0.8,0.768253478705883
348,1,0.96875,0.570905864238739,0.0,0.7107481250166894
349,0,0.0013275146484375,0.61302649974823,0.0,0.24893285214900973
350,0,0.1328125,0.549367368221283,0.75,0.3632359716296196
351,0,0.0140380859375,0.6233068108558655,0.0,0.25938811093568803
352,0,0.004058837890625,0.5810862183570862,0.0,0.2373490431904793
353,0,0.0179443359375,0.584811270236969,0.8,0.32573101073503496
354,0,0.26953125,0.6331878900527954,0.8,0.4698590642213822
355,1,0.98046875,0.42888766527175903,0.75,0.7340315356850624
356,1,0.98046875,0.571528971195221,0.0,0.7168012645840645
357,0,0.349609375,0.5468358993530273,0.8,0.4745251798629761
358,0,0.0028076171875,0.604234516620636,0.0,0.2461047497391701
359,0,0.000553131103515625,0.6561239957809448,0.0,0.2660040181875229
360,0,0.06005859375,0.5236351490020752,0.0,0.24180123925209046
361,0,0.00170135498046875,0.5917192697525024,0.0,0.2404884749650955
362,1,0.96875,0.48799899220466614,0.8,0.7571708418428897
363,0,0.00592041015625,0.5688222646713257,0.0,0.23330362021923065
364,1,0.984375,0.4407299757003784,0.0,0.6657612651586533
365,0,0.0021820068359375,0.5546519160270691,0.0,0.22571411937475205
366,1,0.9921875,0.4608202278614044,0.6,0.7377650047838689
367,1,0.99609375,0.45996636152267456,0.8,0.7593527826666833
368,0,0.0179443359375,0.42878827452659607,0.0,0.18254169747233392
369,0,0.53125,0.5532539486885071,0.0,0.48703659921884535
370,1,0.9921875,0.5178827047348022,0.875,0.7883753079175949
371,0,0.0673828125,0.5666885375976562,0.0,0.2628633499145508
372,0,0.000804901123046875,0.5827878713607788,0.0,0.23642751395702363
373,1,0.984375,0.5384831428527832,0.875,0.7928512978553772
374,1,0.8671875,0.5890733003616333,0.0,0.6678324991464615
375,0,0.0419921875,0.5397135615348816,0.0,0.23937012523412707
376,0,0.00102996826171875,0.6060366034507751,0.0,0.24595465868711475
377,0,0.376953125,0.4882162809371948,0.0,0.3843193906545639
378,0,0.012451171875,0.6533843278884888,0.0,0.27078398287296296
379,0,0.00360107421875,0.6322718262672424,0.0,0.25785262137651443
380,0,0.037353515625,0.5730590224266052,0.0,0.25057889431715014
381,0,0.349609375,0.4061067998409271,0.0,0.33752989456057547
382,1,0.8671875,0.39045533537864685,0.75,0.6623922233283519
383,0,0.376953125,0.4434024393558502,0.8,0.44616978481411934
384,1,0.984375,0.5469426512718201,0.8,0.7887773987650872
385,0,0.00102996826171875,0.6147811412811279,0.0,0.24949619650840762
386,1,0.953125,0.5418310165405273,0.8,0.7712384366989136
387,0,0.033203125,0.6552594304084778,0.0,0.2818156161904335
388,0,0.294921875,0.5626595616340637,0.0,0.3738634505867958
389,1,0.89453125,0.6073749661445618,0.0,0.6887798300385475
390,0,0.119140625,0.546259880065918,0.8,0.3602098608016968
391,1,0.984375,0.5139026045799255,0.8,0.7753961798548699
392,0,0.70703125,0.5324516296386719,0.0,0.5656233787536621
393,0,0.65234375,0.5809198617935181,0.0,0.5581827002763748
394,0,0.00860595703125,0.5786285400390625,0.0,0.23860450744628908
395,1,0.98828125,0.4754267930984497,0.875,0.7692470699548721
396,0,0.0002613067626953125,0.5697401762008667,0.0,0.2308741182088852
397,1,0.9921875,0.5071644186973572,0.8,0.7765344020724296
398,1,0.77734375,0.66758793592453,0.8,0.7351582702994348
399,0,0.2451171875,0.636039137840271,0.75,0.4539288586378098
400,1,0.796875,0.5486188530921936,0.8,0.6966437605023386
401,1,0.98828125,0.466007798910141,0.8,0.7579323773086071
402,0,0.2021484375,0.35172930359840393,0.0,0.2425138445198536
403,1,0.59375,0.6550974249839783,0.8,0.6392207071185112
404,0,0.0849609375,0.5520491600036621,0.0,0.2656355738639832
405,0,0.033203125,0.43317943811416626,0.0,0.19187321931123735
406,1,0.93359375,0.33696258068084717,0.8,0.6785987514257432
407,0,0.04736328125,0.4704231917858124,0.0,0.213966216892004
408,0,0.004608154296875,0.5833830833435059,0.0,0.238551185131073
409,0,0.0673828125,0.6201393604278564,0.0,0.2845109331607819
410,1,0.9921875,0.5075015425682068,0.0,0.6966709372401237
411,1,0.99609375,0.5285594463348389,0.75,0.7821329820156098
412,0,0.10693359375,0.5729759335517883,0.8,0.3649873819947243
413,0,0.294921875,0.46926769614219666,0.8,0.41603974506258967
414,0,0.0260009765625,0.6208913922309875,0.0,0.26433149725198746
415,0,0.22265625,0.5669512748718262,0.0,0.3398301100730896
416,0,0.5,0.5480935573577881,0.75,0.5444778907299042
417,0,0.00070953369140625,0.5050199627876282,0.0,0.2048843041062355
418,0,0.0013275146484375,0.53162682056427,0.0,0.21596598207950593
419,0,0.81640625,0.44573238492012024,0.0,0.5846427096426488
420,0,0.26953125,0.5066037774085999,0.0,0.33859249860048296
421,0,0.00150299072265625,0.5708410739898682,0.0,0.23193461537361146
422,0,0.012451171875,0.5826325416564941,0.75,0.31712950944900514
423,0,0.004608154296875,0.5557430386543274,0.0,0.22735696703195574
424,1,0.9921875,0.5694258809089661,0.0,0.7217502942681313
425,0,0.376953125,0.5058702826499939,0.0,0.39146926134824755
426,0,0.0260009765625,0.4129351079463959,0.0,0.18010920211672785
427,0,0.59375,0.5437690615653992,0.8,0.5941327199339868
428,0,0.003173828125,0.5582535862922668,0.0,0.22766374737024309
