id,klass,score_gemma
221,0,0.01590639166533947
222,0,0.01243165135383606
223,0,0.24508501589298248
224,0,0.02595735713839531
225,0,0.04742587357759476
226,0,0.006692850962281227
227,0,0.7310585379600525
228,0,0.0011695101857185364
229,0,0.22270014882087708
230,0,0.01590639166533947
231,1,0.9820137619972229
232,0,0.02595735713839531
233,0,0.005220125894993544
234,1,0.9902915358543396
235,0,0.009708477184176445
236,0,0.01590639166533947
237,1,0.9859364032745361
238,0,0.01098694372922182
239,0,0.06008664518594742
240,1,0.970687747001648
241,1,0.9840936064720154
242,1,0.970687747001648
243,0,0.08509904146194458
244,1,0.9046505093574524
245,0,0.020332353189587593
246,0,0.622459352016449
247,0,0.06754669547080994
248,0,0.24508501589298248
249,1,0.851952850818634
250,0,0.0007096704212017357
251,0,0.014063626527786255
252,1,0.957912266254425
253,0,0.005220125894993544
254,0,0.562176525592804
255,1,0.9241418242454529
256,1,0.8807970285415649
257,1,0.9740425944328308
258,0,0.531209409236908
259,0,0.2018132209777832
260,0,0.7981867790222168
261,1,0.957912266254425
262,0,0.14804719388484955
263,0,0.8354835510253906
264,1,0.851952850818634
265,0,0.06008664518594742
266,0,0.009708477184176445
267,0,0.622459352016449
268,0,0.01590639166533947
269,1,0.9840936064720154
270,0,0.01590639166533947
271,0,0.005911068990826607
272,0,0.22270014882087708
273,0,0.0015011822106316686
274,0,0.8354835510253906
275,0,0.7981867790222168
276,0,0.09534946084022522
277,0,0.0534033328294754
278,0,0.531209409236908
279,1,0.9525741338729858
280,0,0.02595735713839531
281,1,0.970687747001648
282,1,0.9465966820716858
283,1,0.9820137619972229
284,0,0.7981867790222168
285,1,0.8670357465744019
286,0,0.009708477184176445
287,0,0.002182716503739357
288,0,0.4073334336280823
289,0,0.8354835510253906
290,1,0.957912266254425
291,1,0.957912266254425
292,1,0.851952850818634
293,0,0.7772998809814453
294,0,0.022977370768785477
295,0,0.7772998809814453
296,0,0.014063626527786255
297,0,0.10669060051441193
298,1,0.9820137619972229
299,0,0.01590639166533947
300,0,0.03308597952127457
301,0,0.7310585379600525
302,0,0.562176525592804
303,1,0.9840936064720154
304,0,0.009708477184176445
305,0,0.06754669547080994
306,1,0.8807970285415649
307,0,0.02595735713839531
308,0,0.037326883524656296
309,1,0.9525741338729858
310,0,0.08509904146194458
311,0,0.5926666259765625
312,1,0.9875683188438416
313,0,0.3775406777858734
314,0,0.6513549089431763
315,0,0.005911068990826607
316,0,0.02931223064661026
317,0,0.01798621006309986
318,1,0.9820137619972229
319,0,0.08509904146194458
320,0,0.037326883524656296
321,0,0.622459352016449
322,0,0.008577484637498856
323,0,0.14804719388484955
324,0,0.06008664518594742
325,0,0.5
326,1,0.9149009585380554
327,0,0.16451644897460938
328,1,0.9890130758285522
329,0,0.02595735713839531
330,0,0.006692850962281227
331,0,0.3775406777858734
332,0,0.042087726294994354
333,0,0.005911068990826607
334,1,0.8670357465744019
335,0,0.4687906503677368
336,1,0.957912266254425
337,0,0.042087726294994354
338,1,0.9820137619972229
339,1,0.9626730680465698
340,1,0.9324532747268677
341,0,0.24508501589298248
342,1,0.9840936064720154
343,0,0.5926666259765625
344,1,0.8670357465744019
345,1,0.9820137619972229
346,0,0.004070138093084097
347,1,0.957912266254425
348,1,0.9149009585380554
349,0,0.02931223064661026
350,0,0.43782350420951843
351,0,0.022977370768785477
352,0,0.08509904146194458
353,0,0.0534033328294754
354,0,0.3775406777858734
355,1,0.9324532747268677
356,1,0.970687747001648
357,0,0.3486451506614685
358,0,0.02595735713839531
359,0,0.0009110512328334153
360,0,0.06754669547080994
361,0,0.014063626527786255
362,1,0.9399133324623108
363,0,0.042087726294994354
364,1,0.9669140577316284
365,0,0.0031726830638945103
366,1,0.9924227595329285
367,1,0.9875683188438416
368,0,0.07585817575454712
369,1,0.8807970285415649
370,1,0.9859364032745361
371,0,0.18242551386356354
372,0,0.0028009270317852497
373,1,0.970687747001648
374,1,0.8670357465744019
375,0,0.09534946084022522
376,0,0.020332353189587593
377,0,0.5926666259765625
378,0,0.02595735713839531
379,0,0.005911068990826607
380,0,0.04742587357759476
381,0,0.4073334336280823
382,1,0.8933094143867493
383,0,0.29421496391296387
384,1,0.970687747001648
385,0,0.042087726294994354
386,1,0.8807970285415649
387,0,0.07585817575454712
388,0,0.531209409236908
389,1,0.851952850818634
390,0,0.6513549089431763
391,1,0.9669140577316284
392,1,0.851952850818634
393,0,0.7772998809814453
394,0,0.01243165135383606
395,1,0.9740425944328308
396,0,0.0031726830638945103
397,1,0.9820137619972229
398,0,0.6513549089431763
399,0,0.7772998809814453
400,0,0.7057850360870361
401,1,0.970687747001648
402,0,0.037326883524656296
403,0,0.5926666259765625
404,0,0.4073334336280823
405,0,0.01798621006309986
406,1,0.9046505093574524
407,0,0.22270014882087708
408,0,0.042087726294994354
409,0,0.10669060051441193
410,1,0.9796676635742188
411,1,0.9840936064720154
412,0,0.16451644897460938
413,0,0.43782350420951843
414,0,0.531209409236908
415,0,0.43782350420951843
416,0,0.7981867790222168
417,0,0.0019267346942797303
418,0,0.009708477184176445
419,0,0.7772998809814453
420,0,0.4687906503677368
421,0,0.01243165135383606
422,0,0.0534033328294754
423,0,0.02931223064661026
424,1,0.9525741338729858
425,0,0.2018132209777832
426,0,0.18242551386356354
427,0,0.562176525592804
428,0,0.01798621006309986
429,0,0.0534033328294754
430,0,0.004609572701156139
431,0,0.8175744414329529
432,1,0.8670357465744019
433,1,0.9465966820716858
434,0,0.09534946084022522
435,0,0.43782350420951843
436,0,0.2018132209777832
437,0,0.2689414322376251
438,0,0.6513549089431763
439,0,0.7310585379600525
440,1,0.9859364032745361
441,0,0.43782350420951843
442,0,0.01798621006309986
443,0,0.3486451506614685
444,0,0.008577484637498856
445,1,0.9324532747268677
446,0,0.8175744414329529
447,1,0.8670357465744019
448,1,0.9241418242454529
449,0,0.16451644897460938
450,1,0.9626730680465698
451,1,0.9902915358543396
452,0,0.0015011822106316686
453,0,0.7772998809814453
454,1,0.9875683188438416
455,1,0.9626730680465698
456,1,0.9902915358543396
457,0,0.022977370768785477
458,1,0.9796676635742188
459,1,0.9840936064720154
460,0,0.16451644897460938
461,0,0.020332353189587593
462,1,0.9740425944328308
463,0,0.7057850360870361
464,0,0.06008664518594742
465,0,0.7549149990081787
466,0,0.009708477184176445
467,1,0.9796676635742188
468,1,0.9399133324623108
469,1,0.9875683188438416
470,0,0.5926666259765625
471,1,0.851952850818634
472,0,0.06008664518594742
473,0,0.0031726830638945103
474,0,0.2689414322376251
475,0,0.2018132209777832
476,0,0.3486451506614685
477,0,0.06008664518594742
478,1,0.9465966820716858
479,1,0.8807970285415649
480,0,0.020332353189587593
481,0,0.7772998809814453
482,0,0.004070138093084097
483,0,0.3775406777858734
484,1,0.9796676635742188
485,1,0.9859364032745361
486,1,0.9149009585380554
487,0,0.02595735713839531
488,0,0.622459352016449
489,0,0.10669060051441193
490,1,0.9399133324623108
491,0,0.07585817575454712
492,0,0.0028009270317852497
493,0,0.5
494,0,0.11920291930437088
495,1,0.9947799444198608
496,0,0.13296423852443695
497,1,0.9669140577316284
498,1,0.9525741338729858
499,0,0.01798621006309986
500,0,0.18242551386356354
501,0,0.2018132209777832
502,0,0.006692850962281227
503,0,0.7772998809814453
504,0,0.6791787147521973
505,0,0.2018132209777832
506,0,0.000552778597921133
507,1,0.9840936064720154
508,1,0.851952850818634
509,1,0.9859364032745361
510,0,0.022977370768785477
511,1,0.9525741338729858
512,0,0.0015011822106316686
513,0,0.01098694372922182
514,0,0.16451644897460938
515,0,0.13296423852443695
516,0,0.005911068990826607
517,1,0.9399133324623108
518,1,0.9241418242454529
519,1,0.9796676635742188
520,1,0.851952850818634
521,1,0.957912266254425
522,0,0.004070138093084097
523,0,0.01798621006309986
524,0,0.622459352016449
525,0,0.022977370768785477
526,0,0.3208213150501251
527,1,0.9840936064720154
528,1,0.9840936064720154
529,0,0.16451644897460938
530,0,0.43782350420951843
531,0,0.037326883524656296
532,0,0.0031726830638945103
533,0,0.16451644897460938
534,0,0.004070138093084097
535,0,0.43782350420951843
536,1,0.9740425944328308
537,0,0.562176525592804
538,1,0.9902915358543396
539,0,0.6513549089431763
540,0,0.3486451506614685
541,1,0.970687747001648
542,1,0.9149009585380554
543,1,0.9324532747268677
544,1,0.9902915358543396
545,0,0.01590639166533947
546,0,0.007577240467071533
547,0,0.014063626527786255
548,1,0.9465966820716858
549,0,0.29421496391296387
550,1,0.9324532747268677
551,0,0.0011695101857185364
552,0,0.02595735713839531
553,1,0.9840936064720154
554,0,0.0035936026833951473
555,1,0.977022647857666
556,1,0.9902915358543396
557,0,0.008577484637498856
558,1,0.9525741338729858
559,0,0.4073334336280823
560,1,0.9820137619972229
561,1,0.9740425944328308
562,0,0.0534033328294754
563,0,0.037326883524656296
564,1,0.9324532747268677
565,0,0.7057850360870361
566,0,0.004609572701156139
567,0,0.4073334336280823
568,0,0.002182716503739357
569,0,0.10669060051441193
570,0,0.0015011822106316686
571,0,0.531209409236908
572,1,0.9399133324623108
573,0,0.020332353189587593
574,0,0.8354835510253906
575,0,0.531209409236908
576,1,0.9890130758285522
577,0,0.01798621006309986
578,0,0.6513549089431763
579,0,0.7772998809814453
580,0,0.07585817575454712
581,0,0.2689414322376251
582,0,0.6513549089431763
583,0,0.06008664518594742
584,0,0.005911068990826607
585,0,0.01098694372922182
586,1,0.9241418242454529
587,0,0.0534033328294754
588,0,0.005220125894993544
589,1,0.8807970285415649
590,0,0.01098694372922182
591,1,0.9840936064720154
592,1,0.9626730680465698
593,1,0.9820137619972229
594,1,0.9465966820716858
595,1,0.9820137619972229
596,0,0.09534946084022522
597,0,0.7057850360870361
598,0,0.3775406777858734
599,0,0.14804719388484955
600,0,0.0028009270317852497
601,0,0.02595735713839531
602,0,0.0015011822106316686
603,1,0.9465966820716858
604,1,0.9875683188438416
605,1,0.9840936064720154
606,1,0.9525741338729858
607,1,0.8933094143867493
608,0,0.6513549089431763
609,0,0.09534946084022522
610,1,0.970687747001648
611,0,0.3208213150501251
612,1,0.977022647857666
613,0,0.008577484637498856
614,0,0.10669060051441193
615,0,0.007577240467071533
616,0,0.020332353189587593
617,0,0.7057850360870361
618,0,0.14804719388484955
619,0,0.531209409236908
620,0,0.0031726830638945103
621,0,0.6513549089431763
622,1,0.9859364032745361
623,1,0.9149009585380554
624,0,0.531209409236908
625,0,0.18242551386356354
626,0,0.10669060051441193
627,1,0.9740425944328308
628,1,0.9840936064720154
629,1,0.9149009585380554
630,0,0.562176525592804
631,1,0.9820137619972229
632,0,0.020332353189587593
633,0,0.7057850360870361
634,1,0.9840936064720154
635,1,0.9046505093574524
636,1,0.9046505093574524
637,1,0.9796676635742188
638,0,0.006692850962281227
639,0,0.009708477184176445
640,1,0.9324532747268677
641,1,0.9669140577316284
642,0,0.43782350420951843
643,0,0.0019267346942797303
644,0,0.002182716503739357
645,1,0.851952850818634
646,0,0.022977370768785477
647,0,0.01590639166533947
648,1,0.9924227595329285
649,0,0.0534033328294754
650,0,0.005911068990826607
651,0,0.3486451506614685
652,1,0.9324532747268677
653,0,0.09534946084022522
654,1,0.8670357465744019
655,0,0.01098694372922182
656,0,0.24508501589298248
657,1,0.9465966820716858
658,0,0.7981867790222168
659,0,0.22270014882087708
660,0,0.06008664518594742
661,0,0.6791787147521973
662,0,0.09534946084022522
663,0,0.18242551386356354
664,0,0.03308597952127457
665,0,0.09534946084022522
666,0,0.16451644897460938
667,1,0.8670357465744019
668,0,0.8354835510253906
669,0,0.16451644897460938
670,0,0.020332353189587593
671,0,0.01098694372922182
672,1,0.9840936064720154
673,0,0.3208213150501251
674,0,0.008577484637498856
675,0,0.10669060051441193
676,1,0.8807970285415649
677,0,0.014063626527786255
678,0,0.01798621006309986
679,1,0.9796676635742188
680,1,0.9149009585380554
681,0,0.6791787147521973
682,0,0.10669060051441193
683,1,0.9840936064720154
684,0,0.01243165135383606
685,0,0.18242551386356354
686,1,0.9796676635742188
687,1,0.8807970285415649
688,0,0.004070138093084097
689,0,0.14804719388484955
690,0,0.3775406777858734
691,0,0.14804719388484955
692,0,0.0035936026833951473
693,1,0.9933071732521057
694,1,0.9241418242454529
695,1,0.8670357465744019
696,0,0.622459352016449
697,0,0.01098694372922182
698,0,0.0024726232513785362
699,0,0.08509904146194458
700,0,0.29421496391296387
701,0,0.531209409236908
702,0,0.004609572701156139
703,0,0.622459352016449
704,0,0.11920291930437088
705,1,0.970687747001648
706,1,0.9525741338729858
707,1,0.9465966820716858
708,1,0.957912266254425
709,1,0.8670357465744019
710,0,0.18242551386356354
711,0,0.037326883524656296
712,1,0.8933094143867493
713,0,0.007577240467071533
714,0,0.43782350420951843
715,0,0.0534033328294754
716,1,0.9890130758285522
717,0,0.02595735713839531
718,0,0.8354835510253906
719,0,0.14804719388484955
720,0,0.06754669547080994
721,0,0.06008664518594742
722,0,0.09534946084022522
723,0,0.005220125894993544
724,1,0.9820137619972229
725,0,0.0031726830638945103
726,0,0.5926666259765625
727,1,0.8670357465744019
728,0,0.14804719388484955
729,0,0.7057850360870361
730,1,0.9914224743843079
731,0,0.0028009270317852497
732,1,0.9465966820716858
733,1,0.8933094143867493
734,1,0.9820137619972229
735,1,0.9820137619972229
736,1,0.9840936064720154
737,1,0.9626730680465698
738,1,0.957912266254425
739,1,0.9820137619972229
740,1,0.9796676635742188
741,0,0.006692850962281227
742,0,0.7772998809814453
743,0,0.02931223064661026
744,0,0.18242551386356354
745,1,0.977022647857666
746,0,0.5926666259765625
747,0,0.08509904146194458
748,0,0.3208213150501251
749,0,0.7310585379600525
750,1,0.9859364032745361
751,0,0.007577240467071533
752,1,0.9875683188438416
753,0,0.002182716503739357
754,0,0.24508501589298248
755,1,0.9669140577316284
756,1,0.9859364032745361
757,1,0.9820137619972229
758,0,0.04742587357759476
759,0,0.7310585379600525
760,1,0.970687747001648
761,1,0.9840936064720154
762,0,0.2018132209777832
763,0,0.18242551386356354
764,0,0.7310585379600525
765,1,0.8807970285415649
766,0,0.020332353189587593
767,0,0.06008664518594742
768,0,0.01798621006309986
769,0,0.02595735713839531
770,0,0.008577484637498856
771,0,0.7549149990081787
772,1,0.8933094143867493
773,1,0.9859364032745361
774,1,0.977022647857666
775,0,0.022977370768785477
776,0,0.24508501589298248
777,1,0.9840936064720154
778,0,0.5
779,1,0.970687747001648
780,1,0.9324532747268677
781,0,0.08509904146194458
782,0,0.29421496391296387
783,0,0.24508501589298248
784,0,0.16451644897460938
785,0,0.3486451506614685
786,0,0.06754669547080994
787,0,0.06754669547080994
788,0,0.11920291930437088
789,0,0.04742587357759476
790,0,0.10669060051441193
791,0,0.08509904146194458
792,0,0.29421496391296387
793,0,0.01590639166533947
794,1,0.851952850818634
795,0,0.5926666259765625
796,0,0.622459352016449
797,0,0.11920291930437088
798,0,0.7310585379600525
799,0,0.006692850962281227
800,0,0.24508501589298248
801,1,0.970687747001648
802,0,0.10669060051441193
803,0,0.005911068990826607
804,0,0.11920291930437088
805,1,0.9324532747268677
806,0,0.531209409236908
807,1,0.977022647857666
808,0,0.04742587357759476
809,1,0.970687747001648
810,1,0.9626730680465698
811,1,0.9820137619972229
812,0,0.7549149990081787
813,0,0.0024726232513785362
814,0,0.005220125894993544
815,0,0.18242551386356354
816,0,0.4073334336280823
817,0,0.004070138093084097
818,1,0.970687747001648
819,0,0.04742587357759476
820,1,0.9796676635742188
821,0,0.06754669547080994
822,0,0.01798621006309986
823,0,0.0015011822106316686
824,1,0.9149009585380554
825,0,0.005220125894993544
826,1,0.977022647857666
827,1,0.9241418242454529
828,0,0.11920291930437088
829,1,0.9669140577316284
830,0,0.5926666259765625
831,0,0.2018132209777832
832,0,0.11920291930437088
833,1,0.8933094143867493
834,0,0.8354835510253906
835,0,0.562176525592804
836,0,0.7981867790222168
837,0,0.005220125894993544
838,1,0.9241418242454529
839,1,0.9669140577316284
840,1,0.977022647857666
841,0,0.7772998809814453
842,1,0.9525741338729858
843,1,0.9796676635742188
844,0,0.06754669547080994
845,0,0.03308597952127457
846,0,0.18242551386356354
847,1,0.8933094143867493
848,0,0.7310585379600525
849,1,0.977022647857666
850,0,0.07585817575454712
851,1,0.8807970285415649
852,0,0.3486451506614685
853,1,0.8670357465744019
854,0,0.009708477184176445
855,1,0.9740425944328308
856,0,0.009708477184176445
857,0,0.01243165135383606
858,1,0.9241418242454529
859,0,0.02931223064661026
860,0,0.5
861,1,0.9820137619972229
862,0,0.2018132209777832
863,1,0.9820137619972229
864,0,0.06008664518594742
865,1,0.9046505093574524
866,0,0.03308597952127457
867,1,0.957912266254425
868,1,0.9149009585380554
869,1,0.9820137619972229
870,0,0.001700722612440586
871,0,0.001325022429227829
872,0,0.4073334336280823
873,0,0.14804719388484955
874,1,0.977022647857666
875,0,0.24508501589298248
876,1,0.9046505093574524
877,0,0.02931223064661026
878,0,0.11920291930437088
879,0,0.6513549089431763
880,1,0.9626730680465698
881,0,0.11920291930437088
882,0,0.03308597952127457
883,0,0.042087726294994354
884,0,0.022977370768785477
885,0,0.01798621006309986
886,0,0.04742587357759476
887,1,0.9890130758285522
888,0,0.13296423852443695
889,0,0.14804719388484955
890,1,0.9875683188438416
891,0,0.0534033328294754
892,1,0.9046505093574524
893,1,0.970687747001648
894,0,0.014063626527786255
895,0,0.2018132209777832
896,0,0.7981867790222168
897,0,0.005220125894993544
898,1,0.9820137619972229
899,0,0.7772998809814453
900,0,0.037326883524656296
901,1,0.9740425944328308
902,1,0.9840936064720154
903,1,0.8933094143867493
904,0,0.6791787147521973
905,0,0.07585817575454712
906,1,0.977022647857666
907,0,0.004609572701156139
908,0,0.08509904146194458
909,1,0.8933094143867493
910,0,0.09534946084022522
911,0,0.008577484637498856
912,0,0.020332353189587593
913,0,0.06754669547080994
914,0,0.042087726294994354
915,1,0.8670357465744019
916,0,0.7549149990081787
917,0,0.008577484637498856
918,1,0.9149009585380554
919,1,0.9840936064720154
920,0,0.06754669547080994
921,0,0.18242551386356354
922,0,0.02595735713839531
923,0,0.006692850962281227
924,0,0.03308597952127457
925,1,0.9324532747268677
926,0,0.622459352016449
927,0,0.009708477184176445
928,0,0.24508501589298248
929,0,0.7981867790222168
930,1,0.9241418242454529
931,0,0.22270014882087708
932,0,0.2018132209777832
933,0,0.22270014882087708
934,0,0.5926666259765625
935,1,0.9525741338729858
936,1,0.9890130758285522
937,1,0.9399133324623108
938,1,0.9525741338729858
939,1,0.9875683188438416
940,0,0.531209409236908
941,0,0.01798621006309986
942,1,0.9840936064720154
943,0,0.03308597952127457
944,1,0.851952850818634
945,0,0.3486451506614685
946,0,0.6791787147521973
947,1,0.8670357465744019
948,1,0.957912266254425
949,0,0.020332353189587593
950,0,0.0031726830638945103
951,0,0.042087726294994354
952,0,0.001700722612440586
953,0,0.16451644897460938
954,0,0.10669060051441193
955,0,0.08509904146194458
956,0,0.08509904146194458
957,0,0.042087726294994354
958,0,0.13296423852443695
959,0,0.0011695101857185364
960,0,0.16451644897460938
961,0,0.3486451506614685
962,0,0.01243165135383606
963,0,0.06008664518594742
964,0,0.008577484637498856
965,1,0.9324532747268677
966,1,0.9859364032745361
967,1,0.9399133324623108
968,0,0.09534946084022522
969,0,0.5926666259765625
970,1,0.9465966820716858
971,0,0.3486451506614685
972,0,0.01798621006309986
973,1,0.9859364032745361
974,0,0.037326883524656296
975,1,0.9840936064720154
976,0,0.8354835510253906
977,0,0.5926666259765625
978,0,0.7057850360870361
979,1,0.9149009585380554
980,0,0.3775406777858734
981,0,0.3775406777858734
982,1,0.9820137619972229
983,0,0.01798621006309986
984,0,0.08509904146194458
985,1,0.9740425944328308
986,0,0.11920291930437088
987,1,0.970687747001648
988,0,0.8354835510253906
989,0,0.0031726830638945103
990,0,0.005911068990826607
991,0,0.08509904146194458
992,0,0.001700722612440586
993,0,0.4687906503677368
994,1,0.8933094143867493
995,0,0.14804719388484955
996,0,0.005911068990826607
997,0,0.2689414322376251
998,0,0.13296423852443695
999,1,0.9914224743843079
1000,0,0.01798621006309986
1001,1,0.8670357465744019
1002,0,0.7310585379600525
1003,0,0.2689414322376251
1004,0,0.0031726830638945103
1005,0,0.005220125894993544
1006,0,0.2018132209777832
1007,1,0.9875683188438416
1008,1,0.9324532747268677
1009,0,0.004609572701156139
1010,0,0.020332353189587593
1011,0,0.03308597952127457
1012,0,0.4687906503677368
1013,1,0.977022647857666
1014,0,0.01243165135383606
1015,0,0.01798621006309986
1016,0,0.04742587357759476
1017,0,0.3208213150501251
1018,1,0.970687747001648
1019,0,0.022977370768785477
1020,0,0.005911068990826607
1021,0,0.13296423852443695
1022,0,0.02595735713839531
1023,0,0.6513549089431763
1024,0,0.004609572701156139
1025,0,0.4687906503677368
1026,0,0.29421496391296387
1027,0,0.7772998809814453
1028,0,0.001325022429227829
1029,0,0.3486451506614685
1030,0,0.0028009270317852497
1031,0,0.022977370768785477
1032,0,0.8175744414329529
1033,0,0.11920291930437088
1034,0,0.562176525592804
1035,0,0.7549149990081787
1036,1,0.9740425944328308
1037,0,0.18242551386356354
1038,1,0.9525741338729858
1039,0,0.09534946084022522
1040,0,0.0031726830638945103
1041,0,0.08509904146194458
1042,1,0.9740425944328308
1043,0,0.008577484637498856
1044,0,0.10669060051441193
1045,1,0.9840936064720154
1046,0,0.020332353189587593
1047,1,0.9324532747268677
1048,0,0.0534033328294754
1049,0,0.6513549089431763
1050,0,0.008577484637498856
1051,0,0.3775406777858734
1052,1,0.8933094143867493
1053,1,0.9149009585380554
1054,0,0.3486451506614685
1055,0,0.4073334336280823
1056,1,0.9399133324623108
1057,0,0.008577484637498856
1058,0,0.03308597952127457
1059,1,0.9324532747268677
1060,0,0.622459352016449
1061,0,0.02931223064661026
1062,1,0.9324532747268677
1063,1,0.957912266254425
1064,0,0.06754669547080994
1065,1,0.977022647857666
1066,1,0.977022647857666
1067,0,0.02931223064661026
1068,1,0.8933094143867493
1069,0,0.005911068990826607
1070,1,0.9525741338729858
1071,1,0.957912266254425
1072,0,0.11920291930437088
1073,0,0.02931223064661026
1074,0,0.16451644897460938
1075,0,0.7310585379600525
1076,1,0.970687747001648
1077,0,0.008577484637498856
